,webUrl,website,review_Tags,address,description,name,numberOfReviews,tour_Offers,rankingString,rankingDenominator,rating,rawRanking,subtype/0,image
270,https://www.tripadvisor.com/Attraction_Review-g189400-d25065071-Reviews-Mon_Coin_Studio-Athens_Attica.html,http://www.moncoinstudio.com,"ceramics, gallery, techniques, artists, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","7 Thiseiou Street, Monastiraki, Athens 10555 Greece",Art space dedicated to Greek contemporary ceramics. Contemporary Greek ceramics exhibitions. Greek ceramics store. “Clay contact” and “Painting on ceramics” workshops.,Mon Coin Studio,36,"nan, nan, nan, nan, nan",#10 of 154 Fun & Games in Athens,154,5,3.658465862,Paint & Pottery Studios,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/8e/e8/60/sifnos-exhibition-summer.jpg
271,https://www.tripadvisor.com/Attraction_Review-g189400-d6720610-Reviews-The_Loom-Athens_Attica.html,http://www.facebook.com/theloomgr/,"beautiful rugs, pillow cases, shopping experience, free shipping, theo, textiles, kilim, greece, embroidered, weaving, fabric, greek, luggage, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","94 Adrianou Plaka, Athens 105 56 Greece","Abundant choice of exquisite rugs, tapestries, pillow cases, and throws from Greece . Meet your magic...",The Loom,572,"nan, nan, nan, nan, nan",#2 of 450 Shopping in Athens,450,5,4.385131359,Gift & Specialty Shops,https://media-cdn.tripadvisor.com/media/photo-o/10/c5/c2/ea/the-loom.jpg
272,https://www.tripadvisor.com/Attraction_Review-g189400-d14087864-Reviews-Old_City_Hamam_Spa-Athens_Attica.html,http://www.oldcityhamam.com/,"swedish massage, hot stone massage, turkish sweets, minute massage, deep relaxation, hammam treatment, incredible experience, excellent massage, jet lag, fun experience, metro station, visiting athens, therapist, exfoliation, ritual, session, techniques, christina, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","1, Athanasiou Diakou Str. next to the Acropolis Metro station, Athens 11742 Greece",Live the original old city hamam experience. Near to the Acropolis Metro station.,Old City Hamam & Spa,303,"nan, nan, nan, nan, nan",#3 of 120 Spas & Wellness in Athens,120,5,4.399656773,Hammams & Turkish Baths,https://media-cdn.tripadvisor.com/media/photo-o/1a/68/5a/29/old-city-hamam.jpg
273,https://www.tripadvisor.com/Attraction_Review-g189400-d4885728-Reviews-Dimos_Jewelry-Athens_Attica.html,https://www.facebook.com/dimosjewelry/?ref=page_internal,"unique pieces, each piece, quality pieces, vat tax, engagement ring, evil eye, necklace, stavros, workshop, craftsmanship, diamonds, greece, coin, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mpenizelou Paleologou 3, Athens 10556 Greece","Re creators of Greek history from 1968 with museum copy’s and inspired work , classic Greek key creations , Morden white gold and many natural gems ! Don’t forget to visit the workshop and see how we do it or even and your own touch to it !",Dimos Jewelry,224,"nan, nan, nan, nan, nan",#1 of 450 Shopping in Athens,450,5,4.411176682,Gift & Specialty Shops,https://media-cdn.tripadvisor.com/media/photo-o/0f/47/9b/17/noir-collection.jpg
275,https://www.tripadvisor.com/Attraction_Review-g189400-d23611471-Reviews-Salon_De_Massage_Deluxe-Athens_Attica.html,http://salondemassage.gr/index.php/el/,"great massage, professional massage, thai massage, massage experience, masseuse, syntagma, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ermou 16, 2nd floor, Athens 105 63 Greece",,Salon De Massage Deluxe,160,"nan, nan, nan, nan, nan",#5 of 120 Spas & Wellness in Athens,120,5,4.322413921,Health/Fitness Clubs & Gyms,https://media-cdn.tripadvisor.com/media/photo-o/1d/cf/9a/cd/salon-de-massage-deluxe.jpg
276,https://www.tripadvisor.com/Attraction_Review-g189400-d19502381-Reviews-Eat_With_Your_Greek_Cousin-Athens_Attica.html,http://www.eatwithyourgreekcousin.com,"pita bread, learning how, cooking class, gyros, highlight of our trip, learned how, spent a wonderful evening, cooking experience, greece trip, an incredible experience, wine tasting, greek culture, few hours, highlights, stories, teacher, introduction, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens Greece,Athens Cooking Class - All home-made-Learn how to cook like a real greek with the best ingredients! The famous pita gyros from scratch and six more recipes,Eat With Your Greek Cousin,99,"Cooking Class pita Gyros from scratch, nan, nan, nan, nan",#3 of 141 Classes & Workshops in Athens,141,5,4.403676987,Cooking Classes,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/8f/73/d0/home-cooked-meal-vegeterian.jpg
277,https://www.tripadvisor.com/Attraction_Review-g189400-d1553269-Reviews-Massage_Point_Athens-Athens_Attica.html,http://www.massage-point.eu,"holistic massage, foot massage, release, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mavrommateon Street Near the National Archaeological Museum, Athens 10682 Greece","Please Note That We Do Not Accept Walk-in Guests. We Strongly Advise That You Fill Out Our Contact Form, Or Book Online (On Our Website), Or Even Give Us A Call Before Visiting Us. Open: Monday - Saturday 12:30-21:30 (Sundays Closed). Last Appointments At 19:30. We Consist Of A Team Of Dedicated Massage Therapists And Instructors (We Also Operate A Massage School), Who Strive To Offer State Of The Art Massage Treatments. We Are Located Near Downtown Athens (Near The Victoria Metro Station And The National Archaeological Museum). We Offer A Variety Of Massage Treatments With A Duration Between 90' And 120' Minutes. Please Visit Our Website For More Information.",Massage Point - Athens,293,"nan, nan, nan, nan, nan",#4 of 120 Spas & Wellness in Athens,120,5,4.369325161,Spas,https://media-cdn.tripadvisor.com/media/photo-o/12/e2/f7/7f/massage-point-athens.jpg
278,https://www.tripadvisor.com/Attraction_Review-g189400-d10533536-Reviews-Lorenzo_Athens_Taxi_Tour-Athens_Attica.html,https://www.facebook.com/LorenzoAthensTaxiTour/,"great tour, great driver, olympic stadium, cruise terminal, full day tour, day trip, sights, airport, monastery, greece, guard, zeus, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens 15832 Greece,"Amazing sight seeings of Athens like Acropolis, Parthenon, Temple of Zeus, Olympic Stadium and Change of the Guard etc.Also tours out of Athens in Ancient Corinthos and the canal of Corinthos.Delphi, Epidaurus Temple of Poseidon in Sounio and even Meteora. Quality services like WiFi coverage in a luxury taxi. Furthermore direct transfers from the airport or the port can be arranged upon request.",Lorenzo Athens Taxi Tour,173,"nan, nan, nan, nan, nan",#20 of 639 Transportation in Athens,639,5,4.406789303,Taxis & Shuttles,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/ab/87/c7/lorenzo-athens-taxi-tour.jpg
279,https://www.tripadvisor.com/Attraction_Review-g189400-d17647613-Reviews-CookinAthens-Athens_Attica.html,http://www.cookinathens.com,"cooking class, tzatziki, phyllo dough, marianna, greek, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Evripidou 90, Athens 10553 Greece"," CookinAthens is designed to make you love Greek food even more. At CookinAthens we believe that one of the best ways to explore a country's culture is by it's food. During our totally hands-on cooking classes you will cook one of the best meals you will have in Greece, using only the best local ingredients. ",CookinAthens,89,"Greek Meze Cooking class and dinner with an Acropolis view, Traditional Greek cooking class and lunch or dinner with an Acropolis view, nan, nan, nan",#2 of 141 Classes & Workshops in Athens,141,5,4.418244362,Cooking Classes,https://media-cdn.tripadvisor.com/media/photo-o/1d/15/d6/b4/caption.jpg
280,https://www.tripadvisor.com/Attraction_Review-g189400-d2054930-Reviews-Hammam_Baths_Athens-Athens_Attica.html,https://hammam.gr/athens/,"ali mama, amazing massage, exfoliation, massaged, therapy, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","1 Melidoni Agion Asomaton 17, Athens 105 53 Greece",Hammam baths has to be on your list of ‘must do’s’ when in Athens since it’s the only authentic hammam in the city. Hammam baths offers you the ultimate relaxing experience through a blissful full body scrub during the bath and a glorious massage on warm marbles. You will feel your skin so soft and refreshed as never before. The building combines traditional architecture with modern minimal interiors.Our prices welcome you to visit again and again! Enjoy your day in the historical part of the city and treat your self to a traditional hammam bath! Booking is required so call us and we will be happy to assist you!,Hammam Baths Athens,401,"nan, nan, nan, nan, nan",#12 of 120 Spas & Wellness in Athens,120,4.5,3.805491447,Hammams & Turkish Baths,https://media-cdn.tripadvisor.com/media/photo-o/01/dc/80/07/hammam-baths.jpg
281,https://www.tripadvisor.com/Attraction_Review-g189400-d7032260-Reviews-Maris_Exclusive_Jewelry-Athens_Attica.html,http://maris-exclusive-jewelry.business.site/,"byzantine style, beautiful ring, monastiraki flea market, yannis, mares, shop, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ifestou 5, Athens 105 55 Greece",Maris Exclusive Jewelry is a family business located in the historical Center of Athens since 1979 . Gold and Silver Jewellery inspired from Archaic and Byzantine Masterpieces iin combinations with the modern jewellery completing a beautiful collection in our two jewellery stores.,Maris Exclusive Jewelry,70,"nan, nan, nan, nan, nan",#8 of 450 Shopping in Athens,450,5,3.797969818,Gift & Specialty Shops,https://media-cdn.tripadvisor.com/media/photo-o/0b/fb/94/a1/gorgeous-jewelry.jpg
333,https://www.tripadvisor.com/Attraction_Review-g189400-d12050073-Reviews-Leo_Benakis-Athens_Attica.html,http://www.rideathens.com,"taxi driver, baklava, tour guide, cruise ship, beautiful athens, wonderful driver, amazing tour, his knowledge, day trip, corinth canal, olympic stadium, ride, sites, greece, airport, acropolis, piraeus, gems, poseidon, luggage, highlights, greek, guard, nan, nan, nan, nan, nan, nan, nan",Athens 12244 Greece,"Leo taxi.We are a small family business for three generation,we offer Excellent service with new Mercedes E -Class.We offer to the archaeological sites of Athens,Piraeus,Ancient Corinth,Nafplio,Mycenae,Ancient Olympia,Meteora etc.we also transfer from the airport to Athens and from Piraeus cruise ship for each directions.",Leo Benakis,254,"nan, nan, nan, nan, nan",#25 of 639 Transportation in Athens,639,5,4.402509212,Taxis & Shuttles,https://media-cdn.tripadvisor.com/media/photo-o/11/bb/be/23/benakis-son.jpg
335,https://www.tripadvisor.com/Attraction_Review-g189400-d8020407-Reviews-The_Clumsies-Athens_Attica.html,http://theclumsies.gr/,"interesting cocktails, greek salad, negroni, euros, greece, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","30 Praxitelous, Athens 105 61 Greece",,The Clumsies,597,"Discover Athens' nightlife with a Local, nan, nan, nan, nan",#10 of 266 Nightlife in Athens,266,4.5,3.870742798,Bars & Clubs,https://media-cdn.tripadvisor.com/media/photo-o/0a/64/e4/fe/clumsies.jpg
344,https://www.tripadvisor.com/Attraction_Review-g189400-d7759223-Reviews-Athens_Transfer_Services-Athens_Attica.html,http://www.athenstransferservices.com,"spacious mercedes van, baggage claim, great communication, highly recommend this company, airport, driver, luggage, rafina, greece, taxi, greek, george, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan",Athens 18544 Greece,"Athens Transfer Services offers tours at Athens and nearby areas. Some of our tours are: -Full Day Tour of Athens (7 hours) -Athens Sightseeing Tour (4 hours) -Day Tour to Corinth, Nafplio, Mycenae, Epidavros (10 hours) -Day Tour to Delphi (8 hours) -Private Athens by Night Tour (4 hours) -Private Tour to Sounio (4 hours)",Athens Transfer Services,112,"nan, nan, nan, nan, nan",#74 of 639 Transportation in Athens,639,4.5,3.572811842,Taxis & Shuttles,https://media-cdn.tripadvisor.com/media/photo-o/07/89/b2/86/athens-transfer-services.jpg
346,https://www.tripadvisor.com/Attraction_Review-g189400-d11667858-Reviews-Upupa_Epops_The_Bar-Athens_Attica.html,http://www.facebook.com/upupaepopsthebar2016/,"nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Alkminis 7, Athens 118 54 Greece","Upupa Epops - the bar is a cocktail bar which hosted on a cluster of three interwar houses of 1930. We paid attention to every detail so the place has kept the old authentic style.The bar is open daily for coffee, cocktail and bar food.",Upupa Epops The Bar,234,"nan, nan, nan, nan, nan",#15 of 266 Nightlife in Athens,266,4.5,3.616788626,Bars & Clubs,https://media-cdn.tripadvisor.com/media/photo-o/13/f5/e7/c0/the-best-yard-here-at.jpg
347,https://www.tripadvisor.com/Attraction_Review-g189400-d24114298-Reviews-Hando_Massage-Athens_Attica.html,http://handomassage.gr/,"relaxing massage, eva, therapist, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","28is Oktovriou 21 28ης Οκτωβρίου 21, Athens 10677 Greece",,Hando Massage,46,"nan, nan, nan, nan, nan",#15 of 120 Spas & Wellness in Athens,120,5,3.626942635,Spas,https://media-cdn.tripadvisor.com/media/photo-m/1280/29/93/ef/95/caption.jpg
