,webUrl,website,features,review_Tags,cuisines,meal_Types,dishes,address,description,email,name,menuWebUrl,numberOfReviews,priceLevel,priceRange,rankingString,rankingDenominator,rating,rawRanking,image,owner_image_url
1471,https://www.tripadvisor.com/Restaurant_Review-g189400-d4752196-Reviews-Athina_Bistrot-Athens_Attica.html,http://www.sunsoft.gr,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Cash Only, Free Wifi, Wine and Beer, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","moussaka, greek salad, potatoes, baklava, steak, bread, acropolis museum, direct view, wonderful lunch, excellent view, greece, lemon, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, nan, nan","Pasta, Moussaka, Shrimp, Souvlaki, Salad, Mussels, Octopus, Lamb, Pesto, Fish, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Makrigianni 3, Athens 117 42 Greece",,athinaibistrot@yahoo.gr,Athina Bistrot,,372,$$ - $$$,$4 - $50,"#397 of 3,608 places to eat in Athens",2952.0,4.0,3.84723711013794,https://media-cdn.tripadvisor.com/media/photo-o/09/9e/1b/d1/ceviche-seabus-next-to.jpg,"nan, nan, nan"
1472,https://www.tripadvisor.com/Restaurant_Review-g189400-d12810247-Reviews-Aioli-Athens_Attica.html,,"Outdoor Seating, Seating, Serves Alcohol, Table Service, Takeout, Parking Available, Free off-street parking, Television, Highchairs Available, Wheelchair Accessible, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Accepts Credit Cards, Family style, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","ravioli, pancakes, yogurt, tzatziki, attentive service, service was great, honey, menus, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","European, Healthy, Mediterranean, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan","Breakfast, Lunch, Brunch, Dinner, Late Night, Drinks","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Nikis 34 Niks 34 Sindagma, Athens 10557 Greece","The restaurant is located in the heart of Plaka Nikis street nr.34 We serve breakfast lunch and dinner. The establishment offers free Wi-Fi , The menu offers traditional Greek dishes also vegetarian options.",,Aioli,,62,$,$1 - $12,"#419 of 3,608 places to eat in Athens",2952.0,5.0,3.8171520233154297,https://media-cdn.tripadvisor.com/media/photo-o/10/a0/d2/ce/caption.jpg,"nan, nan, nan"
1473,https://www.tripadvisor.com/Restaurant_Review-g189417-d23527351-Reviews-Heraklion_Crete.html,https://www.facebook.com/ellinikonhrakleio,"Reservations, Accepts Credit Cards, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Barbecue, Greek, Grill, Healthy, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","_______ _________ 9, Heraklion, Crete 712 02 Greece",,,Ελληνικόν,https://www.facebook.com/ellinikonhrakleio/menu,47,$$ - $$$,,#88 of 612 places to eat in Heraklion,518.0,5.0,3.844384431838989,https://media-cdn.tripadvisor.com/media/photo-m/1280/1d/55/b1/d2/caption.jpg,"nan, nan, nan"
1474,https://www.tripadvisor.com/Restaurant_Review-g189400-d797842-Reviews-IL_Postino-Athens_Attica.html,http://el-gr.facebook.com/ilpostinoathens,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service, Highchairs Available, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","carbonara, focaccia, antipasti, salad, panna cotta, italian trattoria, central athens, leafy, cream, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Pasta, Salad, Tiramisu, Carbonara, Pesto, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Griveon 3, Athens 106 80 Greece",,postinokolonaki@gmail.com,IL Postino,,198,$$ - $$$,$15 - $25,"#420 of 3,608 places to eat in Athens",2952.0,4.0,3.817028760910034,https://media-cdn.tripadvisor.com/media/photo-o/19/8f/c8/97/spaghetti-alla-carbonara.jpg,"nan, nan, nan"
1475,https://www.tripadvisor.com/Restaurant_Review-g189400-d12492775-Reviews-Trattoria_Signor_Ventiri_Grigliata_Di_Carne-Athens_Attica.html,http://ventiri.gr,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Free Wifi, Accepts Discover, Table Service, Highchairs Available, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","starters, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Grill, Steakhouse, Barbecue, European, Greek, Gluten Free Options, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, Lamb, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Ventiri 5 Hilton, Ilisia, Athens 11528 Greece","At the heart of the city, in the center of Athens, Trattoria Signor Ventiri Grigliata Di Carne opened its doors. The Agora Select team with its experience on restaurants, created the Trattoria Signor Ventiri Cuisine, dedicated to local recipes and the best Greek-Italian flavors. The place is elegant with a magnificent kitchen, which can be either classic or complicated for those who want more, so it is the best choice for every occasion. The restaurant is the best choice not only for business lunches and meetings with friends but also for couples and lunches after work. The restaurant emphasize on high qualitative meats and on the right way of roasting the meat.",ventirigrill@gmail.com,Trattoria Signor Ventiri Grigliata Di Carne,http://ventiri.gr/en/,213,$$ - $$$,$22 - $35,"#418 of 3,608 places to eat in Athens",2952.0,4.0,3.817866086959839,https://media-cdn.tripadvisor.com/media/photo-o/0f/75/cd/d2/ventiri-roast-house.jpg,"nan, nan, nan"
1476,https://www.tripadvisor.com/Restaurant_Review-g562636-d3962156-Reviews-Pars_Persian_Restaurant-Chalandri_Attica.html,http://www.persianrestaurant.gr,"Takeout, Highchairs Available, Serves Alcohol, Free Wifi, Reservations, Seating, Wheelchair Accessible, Table Service, Wine and Beer, Accepts Credit Cards, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","rice, iranian food, delicious kebabs, great taste, polite staff, athens, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Middle Eastern, Persian, Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options, nan, nan, nan, nan, nan","Dinner, Drinks, nan, nan, nan, nan","Salad, Lamb, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","15 Paleologou Konstadinou, Chalandri 152 32 Greece","Open 18:30-00:30 You can enjoy also your Nargila with your favourite persian tea, coffee, beer or other drinks.",info@persianrestaurant.gr,Pars Persian Restaurant,http://www.persianrestaurant.gr/index.php/menu/ελληνικό-menu,170,$$ - $$$,$15 - $35,#15 of 230 places to eat in Chalandri,187.0,4.5,3.8180124759674072,https://media-cdn.tripadvisor.com/media/photo-o/13/18/05/f8/pars.jpg,"nan, nan, nan"
1477,https://www.tripadvisor.com/Restaurant_Review-g189400-d1198294-Reviews-Diporto-Athens_Attica.html,,"Seating, Serves Alcohol, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","chickpea soup, sardines, bread, beans, fried fish, homemade wine, central market, wine barrels, soul food, wine arrives, big bowl, authentic experience, wooden tables, open for lunch, home cooked meal, olive oil, simple place, local greek, tourists, euros, dishes, greece, graffiti, plonked, oregano, foodie, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan","Lunch, nan, nan, nan, nan, nan","Salad, Fava Beans, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","9 Sokratous, Athens 105 52 Greece",,,Diporto,,361,$,,"#435 of 3,608 places to eat in Athens",2952.0,4.0,3.786528825759888,https://media-cdn.tripadvisor.com/media/photo-o/04/c8/ff/b8/diporto-agoras.jpg,"nan, nan, nan"
1478,https://www.tripadvisor.com/Restaurant_Review-g189400-d2663157-Reviews-Pita_Pan-Athens_Attica.html,http://www.pitapan.gr/,"Delivery, Takeout, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, Outdoor Seating, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","gyros, salad, fast food, quick bite, take away, outdoor seating, square, branch, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Fast Food, Mediterranean, Greek, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Late Night, nan, nan, nan","Gyros, Souvlaki, Salad, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Iofontos 33 - Caravel Sq. Pagrati, Athens Greece",,,Pita Pan,,166,$,,"#431 of 3,608 places to eat in Athens",2952.0,4.5,3.799666404724121,https://media-cdn.tripadvisor.com/media/photo-o/06/d0/f8/aa/pita-pan.jpg,"nan, nan, nan"
1479,https://www.tripadvisor.com/Restaurant_Review-g189400-d2449569-Reviews-Premiere_Restaurant_Lounge_Bar-Athens_Attica.html,http://www.ihg.com/intercontinental/hotels/gb/en/athens/athha/hoteldetail/about-the-hotel/dining,"Reservations, Outdoor Seating, Seating, Parking Available, Valet Parking, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service, Validated Parking, Free Wifi, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","wonderful meal, acropolis, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, European, Vegetarian Friendly, Gluten Free Options, nan, nan, nan, nan, nan, nan, nan","Dinner, Late Night, nan, nan, nan, nan","Lobster, Salad, Foie gras, Lamb, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Syngrou Avenue 89-93 Athenaeum InterContinental Hotel, Athens 11745 Greece",,athens@ihg.com,Premiere Restaurant & Lounge Bar,,217,$$$$,,"#434 of 3,608 places to eat in Athens",2952.0,4.5,3.794397830963135,https://media-cdn.tripadvisor.com/media/photo-o/02/4c/81/a4/getlstd-property-photo.jpg,"nan, nan, nan"
1480,https://www.tripadvisor.com/Restaurant_Review-g1205209-d795521-Reviews-Krissa_Gi-Maroussi_Attica.html,http://www.KrissaGi.com,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Wine and Beer, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nice cretan, starters, leaves, athens, suburb, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, European, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Late Night, nan, nan, nan","Pasta, Salad, Snails, Lamb, Pesto, Pork, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","23 Agiou Konstadinou, Maroussi 151 24 Greece",,,Krissa Gi,,242,$$ - $$$,$15 - $30,#3 of 134 places to eat in Maroussi,105.0,4.0,3.803306818008423,https://media-cdn.tripadvisor.com/media/photo-o/11/9f/0e/d3/caption.jpg,"nan, nan, nan"
1481,https://www.tripadvisor.com/Restaurant_Review-g189400-d10543601-Reviews-Varka-Athens_Attica.html,http://www.varka.gr,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Vegetarian Friendly, Vegan Options, Gluten Free Options, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Shrimp, Salad, Mussels, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","31 Iofodos Plateia Karavel, Pagkrati, Athens 116 34 Greece","Varka just sailed and it welcomes you to a unique journey of culinary surprises! The new restaurant of Palmie bistro Group is introducing itself, bringing the centre of Athens a step closer to the sea with a variety of seafood and.. much more! However, the trip on this boat (Varka) is not limited to water routes but, apart from seafood and delicious small fish, it also brings to our plates the mo",info@varka.gr,Varka,http://www.varka.gr/en/menu,183,$$ - $$$,$7 - $20,"#430 of 3,608 places to eat in Athens",2952.0,4.5,3.801648855209351,https://media-cdn.tripadvisor.com/media/photo-o/13/2e/7a/9a/caption.jpg,"nan, nan, nan"
1482,https://www.tripadvisor.com/Restaurant_Review-g3320224-d11769125-Reviews-Trattoria_Casa_Bianca-Chaidari_Attica.html,http://trattoria.gr,"Delivery, Takeout, Reservations, Outdoor Seating, Seating, Serves Alcohol, Free Wifi, Accepts Credit Cards, Table Service, Street Parking, Full Bar, Wine and Beer, Family style, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","lunch, pizza, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Italian, Pizza, Mediterranean, Vegetarian Friendly, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, Drinks, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Karaiskaki 43, Chaidari 124 61 Greece",,trattoriacsb@gmail.com,Trattoria Casa Bianca,https://www.trattoria.gr/menu,158,$$ - $$$,,#1 of 49 places to eat in Chaidari,41.0,4.5,3.800938606262207,https://media-cdn.tripadvisor.com/media/photo-m/1280/27/10/29/37/pizza-margherita.jpg,"nan, nan, nan"
1483,https://www.tripadvisor.com/Restaurant_Review-g562631-d5897234-Reviews-Chouneri_Mezedopolio-Paiania_East_Attica_Region_Attica.html,http://www.xouneri.gr,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","fresh fish, greek salad, beautiful place, meze, starters, dishes, greece, athens, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Seafood, Mediterranean, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","Salad, Fish, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","7 Dimosthenous, Paiania 190 02 Greece",,,Chouneri Mezedopolio,,140,$$ - $$$,,#1 of 22 places to eat in Paiania,21.0,4.5,3.794004440307617,https://media-cdn.tripadvisor.com/media/photo-o/05/84/db/aa/chouneri-mezedopolio.jpg,"nan, nan, nan"
1484,https://www.tripadvisor.com/Restaurant_Review-g562630-d15425936-Reviews-AVIT-Glyfada_Attica.html,https://www.facebook.com/avit.cafe/,"Takeout, Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Free Wifi, Accepts Credit Cards, Table Service, Delivery, Street Parking, Free off-street parking, Serves Alcohol, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Dog Friendly, Family style, Non-smoking restaurants, nan, nan, nan, nan, nan, nan, nan, nan, nan","avocado toast, soups, salad, plant based, vegan, sustainability, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Cafe, Mediterranean, European, Healthy, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan","Breakfast, Lunch, Dinner, Brunch, Drinks, nan","Burger, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Maragkou 19, Glyfada 16675 Greece","Vegan Cafe - Restaurant offering breakfast, lunch, dinner and more. The coffee served is specialty with a choice of oat, soy or coconut milk. Food is all handmade in premises. Only compostable packaging is used. Zero waste friendly, discounts given to customers with their own containers for takeaway. Family and pet friendly.",avit.pb@gmail.com,AVIT,https://www.facebook.com/510511679380386/posts/810578942706990?d=n&sfns=mo,55,$,$1 - $14,#25 of 287 places to eat in Glyfada,239.0,5.0,3.796361207962036,https://media-cdn.tripadvisor.com/media/photo-o/19/39/63/73/buddha-bowl.jpg,"nan, nan, nan"
1485,https://www.tripadvisor.com/Restaurant_Review-g189400-d3731398-Reviews-To_Drami-Athens_Attica.html,http://todrami.gr,"Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Mediterranean, Greek, Vegetarian Friendly, Vegan Options, nan, nan, nan, nan, nan, nan, nan","Lunch, Dinner, nan, nan, nan, nan","nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan","Sifnou 4 Chanion 47, Athens 123 51 Greece",,todrami@yahoo.gr,To Drami,,160,$$ - $$$,,"#432 of 3,608 places to eat in Athens",2952.0,4.5,3.797742605209351,https://media-cdn.tripadvisor.com/media/photo-o/06/cf/e9/a8/to-drami.jpg,"nan, nan, nan"
